file,File,for loops,while loops,do-while loops,total loops,total nodes,File,for/loops,while/loops,do-while/loops,total/loops,total/nodes
scene/resources/gradient.c,scene/resources/gradient.c,4,12,56,72,156751,scene/resources/gradient.c,5,12,56,73,156348
thirdparty/cvtt/convectionkernels_etc.c,thirdparty/cvtt/ConvectionKernels_ETC.c,3,18,161,182,173063,thirdparty/cvtt/ConvectionKernels_ETC.c,3,18,161,182,173063
modules/openxr/scene/openxr_hand.c,modules/openxr/scene/openxr_hand.c,5,0,25,30,91493,modules/openxr/scene/openxr_hand.c,13,0,25,38,89962
scene/gui/grid_container.c,scene/gui/grid_container.c,12,26,46,84,72298,scene/gui/grid_container.c,14,26,46,86,72137
scene/gui/tab_bar.c,scene/gui/tab_bar.c,15,12,51,78,357756,scene/gui/tab_bar.c,23,11,49,83,352065
modules/godot_physics_2d/godot_physics_server_2d.c,modules/godot_physics_2d/godot_physics_server_2d.c,5,13,45,63,144025,modules/godot_physics_2d/godot_physics_server_2d.c,21,13,45,79,143339
editor/plugins/particles_editor_plugin.c,editor/plugins/particles_editor_plugin.c,18,20,57,95,152426,editor/plugins/particles_editor_plugin.c,27,20,57,104,151137
drivers/unix/os_unix.c,drivers/unix/os_unix.c,5,9,27,41,62690,drivers/unix/os_unix.c,6,9,27,42,62382
editor/debugger/editor_debugger_inspector.c,editor/debugger/editor_debugger_inspector.c,11,11,63,85,116837,editor/debugger/editor_debugger_inspector.c,11,11,63,85,116834
scene/2d/polygon_2d.c,scene/2d/polygon_2d.c,10,7,47,64,244063,scene/2d/polygon_2d.c,13,7,47,67,242815
core/math/a_star_grid_2d.c,core/math/a_star_grid_2d.c,5,6,41,52,281678,core/math/a_star_grid_2d.c,8,6,41,55,280455
editor/plugins/node_3d_editor_gizmos.c,editor/plugins/node_3d_editor_gizmos.c,11,19,115,145,412409,editor/plugins/node_3d_editor_gizmos.c,14,19,114,147,409542
drivers/gles3/effects/cubemap_filter.c,drivers/gles3/effects/cubemap_filter.c,0,8,8,16,19678,drivers/gles3/effects/cubemap_filter.c,1,8,8,17,19667
scene/3d/physics/collision_shape_3d.c,scene/3d/physics/collision_shape_3d.c,5,6,21,32,83575,scene/3d/physics/collision_shape_3d.c,6,6,21,33,82995
editor/add_metadata_dialog.c,editor/add_metadata_dialog.c,14,5,24,43,65040,editor/add_metadata_dialog.c,22,5,24,51,64565
thirdparty/libwebp/src/dsp/enc.c,thirdparty/libwebp/src/dsp/enc.c,3,1,57,61,42754,thirdparty/libwebp/src/dsp/enc.c,11,1,57,69,42586
servers/rendering/renderer_rd/effects/ss_effects.c,servers/rendering/renderer_rd/effects/ss_effects.c,8,6,134,148,242022,servers/rendering/renderer_rd/effects/ss_effects.c,9,6,134,149,239682
modules/gdscript/gdscript_parser.c,modules/gdscript/gdscript_parser.c,39,167,415,621,1148302,modules/gdscript/gdscript_parser.c,51,124,409,584,1121343
scene/main/multiplayer_peer.c,scene/main/multiplayer_peer.c,5,2,32,39,199512,scene/main/multiplayer_peer.c,9,2,32,43,198853
scene/gui/split_container.c,scene/gui/split_container.c,6,1,13,20,105229,scene/gui/split_container.c,10,1,13,24,103693
thirdparty/thorvg/src/loaders/svg/tvgsvgloader.c,thirdparty/thorvg/src/loaders/svg/tvgSvgLoader.c,0,0,9,9,10850,thirdparty/thorvg/src/loaders/svg/tvgSvgLoader.c,1,0,9,10,10746
modules/multiplayer/scene_replication_interface.c,modules/multiplayer/scene_replication_interface.c,8,69,159,236,152827,modules/multiplayer/scene_replication_interface.c,11,68,157,236,151414
modules/jolt_physics/objects/jolt_area_3d.c,modules/jolt_physics/objects/jolt_area_3d.c,1,19,44,64,60322,modules/jolt_physics/objects/jolt_area_3d.c,2,19,44,65,59584
editor/plugins/tiles/atlas_merging_dialog.c,editor/plugins/tiles/atlas_merging_dialog.c,18,16,34,68,85998,editor/plugins/tiles/atlas_merging_dialog.c,27,16,34,77,85187
thirdparty/astcenc/astcenc_compress_symbolic.c,thirdparty/astcenc/astcenc_compress_symbolic.c,3,2,25,30,22589,thirdparty/astcenc/astcenc_compress_symbolic.c,4,2,24,30,22540
editor/editor_properties.c,editor/editor_properties.c,55,134,276,465,613844,editor/editor_properties.c,55,134,276,465,613844
thirdparty/libwebp/src/utils/palette.c,thirdparty/libwebp/src/utils/palette.c,3,5,17,25,5293,thirdparty/libwebp/src/utils/palette.c,4,5,17,26,5182
editor/input_event_configuration_dialog.c,editor/input_event_configuration_dialog.c,15,16,27,58,107104,editor/input_event_configuration_dialog.c,23,15,26,64,102073
modules/multiplayer/editor/editor_network_profiler.c,modules/multiplayer/editor/editor_network_profiler.c,11,16,43,70,103306,modules/multiplayer/editor/editor_network_profiler.c,11,16,43,70,103306
modules/gdscript/gdscript_compiler.c,modules/gdscript/gdscript_compiler.c,24,59,214,297,364615,modules/gdscript/gdscript_compiler.c,46,59,214,319,353767
scene/3d/sprite_3d.c,scene/3d/sprite_3d.c,12,30,89,131,389002,scene/3d/sprite_3d.c,16,30,89,135,387399
drivers/gles3/shader_gles3.c,drivers/gles3/shader_gles3.c,4,48,144,196,128177,drivers/gles3/shader_gles3.c,21,48,144,213,127005
scene/2d/physics/joints/groove_joint_2d.c,scene/2d/physics/joints/groove_joint_2d.c,6,0,11,17,39117,scene/2d/physics/joints/groove_joint_2d.c,8,0,11,19,38969
thirdparty/freetype/src/winfonts/winfnt.c,thirdparty/freetype/src/winfonts/winfnt.c,2,1,3,6,8665,thirdparty/freetype/src/winfonts/winfnt.c,3,1,3,7,7992
scene/resources/2d/navigation_polygon.c,scene/resources/2d/navigation_polygon.c,4,17,57,78,278443,scene/resources/2d/navigation_polygon.c,5,17,57,79,277599
thirdparty/icu4c/common/ucharstrieiterator.c,thirdparty/icu4c/common/ucharstrieiterator.c,0,2,2,4,6576,thirdparty/icu4c/common/ucharstrieiterator.c,1,2,2,5,6550
modules/webrtc/webrtc_peer_connection.c,modules/webrtc/webrtc_peer_connection.c,5,0,38,43,144236,modules/webrtc/webrtc_peer_connection.c,6,0,38,44,143624
editor/gui/editor_toaster.c,editor/gui/editor_toaster.c,10,12,34,56,95336,editor/gui/editor_toaster.c,10,12,34,56,95336
thirdparty/jolt_physics/jolt/physics/constraints/fixedconstraint.c,thirdparty/jolt_physics/Jolt/Physics/Constraints/FixedConstraint.c,0,0,10,10,44603,thirdparty/jolt_physics/Jolt/Physics/Constraints/FixedConstraint.c,0,0,10,10,44603
scene/gui/check_button.c,scene/gui/check_button.c,7,0,8,15,47276,scene/gui/check_button.c,11,0,8,19,45424
editor/plugins/bit_map_editor_plugin.c,editor/plugins/bit_map_editor_plugin.c,18,0,6,24,53914,editor/plugins/bit_map_editor_plugin.c,22,0,6,28,53303
scene/resources/image_texture.c,scene/resources/image_texture.c,19,4,40,63,160673,scene/resources/image_texture.c,23,4,40,67,159356
core/io/file_access.c,core/io/file_access.c,4,6,37,47,380230,core/io/file_access.c,5,6,37,48,378608
modules/godot_physics_3d/godot_shape_3d.c,modules/godot_physics_3d/godot_shape_3d.c,17,28,76,121,123281,modules/godot_physics_3d/godot_shape_3d.c,32,28,76,136,121650
thirdparty/thorvg/src/renderer/tvgtaskscheduler.c,thirdparty/thorvg/src/renderer/tvgTaskScheduler.c,0,3,9,12,6326,thirdparty/thorvg/src/renderer/tvgTaskScheduler.c,1,3,9,13,6029
thirdparty/jolt_physics/jolt/renderer/debugrendererplayback.c,thirdparty/jolt_physics/Jolt/Renderer/DebugRendererPlayback.c,23,13,34,70,38500,thirdparty/jolt_physics/Jolt/Renderer/DebugRendererPlayback.c,34,13,34,81,36237
editor/editor_file_system.c,editor/editor_file_system.c,51,73,300,424,547007,editor/editor_file_system.c,51,73,300,424,547007
thirdparty/embree/kernels/bvh/bvh_refit.c,thirdparty/embree/kernels/bvh/bvh_refit.c,1,4,24,29,45556,thirdparty/embree/kernels/bvh/bvh_refit.c,1,4,24,29,45556
thirdparty/spirv-reflect/spirv_reflect.c,thirdparty/spirv-reflect/spirv_reflect.c,15,68,160,243,76496,thirdparty/spirv-reflect/spirv_reflect.c,19,68,160,247,76279
thirdparty/enet/enet_godot.c,thirdparty/enet/enet_godot.c,1,2,18,21,37387,thirdparty/enet/enet_godot.c,2,2,18,22,36656
editor/editor_run_native.c,editor/editor_run_native.c,10,5,12,27,42788,editor/editor_run_native.c,13,4,12,29,40690
thirdparty/mbedtls/library/x509.c,thirdparty/mbedtls/library/x509.c,1,4,7,12,16929,thirdparty/mbedtls/library/x509.c,2,4,7,13,16676
scene/gui/item_list.c,scene/gui/item_list.c,16,24,82,122,474192,scene/gui/item_list.c,28,23,80,131,469529
thirdparty/mbedtls/library/ssl_tls13_generic.c,thirdparty/mbedtls/library/ssl_tls13_generic.c,2,3,3,8,12199,thirdparty/mbedtls/library/ssl_tls13_generic.c,3,3,3,9,12086
drivers/gles3/rasterizer_gles3.c,drivers/gles3/rasterizer_gles3.c,0,0,4,4,13794,drivers/gles3/rasterizer_gles3.c,3,0,4,7,13244
modules/jolt_physics/joints/jolt_generic_6dof_joint_3d.c,modules/jolt_physics/joints/jolt_generic_6dof_joint_3d.c,0,0,3,3,23150,modules/jolt_physics/joints/jolt_generic_6dof_joint_3d.c,6,0,3,9,22114
thirdparty/jolt_physics/jolt/physics/collision/broadphase/quadtree.c,thirdparty/jolt_physics/Jolt/Physics/Collision/BroadPhase/QuadTree.c,4,10,49,63,56416,thirdparty/jolt_physics/Jolt/Physics/Collision/BroadPhase/QuadTree.c,15,10,49,74,55156
modules/navigation/3d/nav_map_builder_3d.c,modules/navigation/3d/nav_map_builder_3d.c,4,8,33,45,34986,modules/navigation/3d/nav_map_builder_3d.c,6,8,32,46,34650
modules/navigation/3d/nav_mesh_queries_3d.c,modules/navigation/3d/nav_mesh_queries_3d.c,4,9,41,54,51669,modules/navigation/3d/nav_mesh_queries_3d.c,4,9,41,54,51661
editor/editor_command_palette.c,editor/editor_command_palette.c,14,30,72,116,145715,editor/editor_command_palette.c,23,30,72,125,142119
editor/plugins/texture_editor_plugin.c,editor/plugins/texture_editor_plugin.c,15,2,13,30,62364,editor/plugins/texture_editor_plugin.c,20,2,12,34,61447
thirdparty/jolt_physics/jolt/physics/vehicle/trackedvehiclecontroller.c,thirdparty/jolt_physics/Jolt/Physics/Vehicle/TrackedVehicleController.c,1,4,19,24,27238,thirdparty/jolt_physics/Jolt/Physics/Vehicle/TrackedVehicleController.c,1,4,19,24,27238
thirdparty/cvtt/convectionkernels_bc67.c,thirdparty/cvtt/ConvectionKernels_BC67.c,4,38,298,340,276107,thirdparty/cvtt/ConvectionKernels_BC67.c,39,38,298,375,271001
modules/mobile_vr/mobile_vr_interface.c,modules/mobile_vr/mobile_vr_interface.c,5,0,9,14,83043,modules/mobile_vr/mobile_vr_interface.c,5,0,9,14,82962
editor/editor_vcs_interface.c,editor/editor_vcs_interface.c,9,3,49,61,225629,editor/editor_vcs_interface.c,18,3,49,70,223134
thirdparty/harfbuzz/src/hb-set.c,thirdparty/harfbuzz/src/hb-set.c,6,22,90,118,47657,thirdparty/harfbuzz/src/hb-set.c,17,22,90,129,46747
thirdparty/icu4c/common/unisetspan.c,thirdparty/icu4c/common/unisetspan.c,2,15,40,57,21569,thirdparty/icu4c/common/unisetspan.c,4,15,40,59,21505
thirdparty/libtheora/info.c,thirdparty/libtheora/info.c,0,0,4,4,2112,thirdparty/libtheora/info.c,1,0,4,5,2098
scene/resources/atlas_texture.c,scene/resources/atlas_texture.c,6,2,17,25,83250,scene/resources/atlas_texture.c,7,2,17,26,82791
thirdparty/icu4c/common/uloc_tag.c,thirdparty/icu4c/common/uloc_tag.c,1,29,52,82,44943,thirdparty/icu4c/common/uloc_tag.c,4,29,52,85,44694
thirdparty/jolt_physics/jolt/physics/ragdoll/ragdoll.c,thirdparty/jolt_physics/Jolt/Physics/Ragdoll/Ragdoll.c,16,14,57,87,57252,thirdparty/jolt_physics/Jolt/Physics/Ragdoll/Ragdoll.c,16,14,57,87,57252
thirdparty/zstd/compress/zstd_opt.c,thirdparty/zstd/compress/zstd_opt.c,134,15,73,222,93116,thirdparty/zstd/compress/zstd_opt.c,136,15,73,224,92825
core/io/resource_format_binary.c,core/io/resource_format_binary.c,15,30,151,196,272231,core/io/resource_format_binary.c,19,29,149,197,267216
editor/plugins/mesh_instance_3d_editor_plugin.c,editor/plugins/mesh_instance_3d_editor_plugin.c,20,12,34,66,110722,editor/plugins/mesh_instance_3d_editor_plugin.c,20,12,34,66,110722
thirdparty/jolt_physics/jolt/physics/constraints/pathconstraint.c,thirdparty/jolt_physics/Jolt/Physics/Constraints/PathConstraint.c,0,0,12,12,76691,thirdparty/jolt_physics/Jolt/Physics/Constraints/PathConstraint.c,0,0,12,12,76691
editor/plugins/sprite_2d_editor_plugin.c,editor/plugins/sprite_2d_editor_plugin.c,29,23,50,102,140937,editor/plugins/sprite_2d_editor_plugin.c,29,23,50,102,140937
core/io/logger.c,core/io/logger.c,0,2,15,17,31553,core/io/logger.c,1,2,15,18,31322
thirdparty/harfbuzz/src/hb-unicode.c,thirdparty/harfbuzz/src/hb-unicode.c,0,3,5,8,10244,thirdparty/harfbuzz/src/hb-unicode.c,1,3,5,9,9730
editor/plugins/animation_blend_space_2d_editor.c,editor/plugins/animation_blend_space_2d_editor.c,17,20,52,89,156513,editor/plugins/animation_blend_space_2d_editor.c,17,20,52,89,156513
scene/resources/mesh.c,scene/resources/mesh.c,22,33,110,165,630816,scene/resources/mesh.c,28,33,110,171,627264
thirdparty/embree/kernels/bvh/bvh_intersector1_bvh4.c,thirdparty/embree/kernels/bvh/bvh_intersector1_bvh4.c,127,38,61,226,276287,thirdparty/embree/kernels/bvh/bvh_intersector1_bvh4.c,136,38,61,235,275310
thirdparty/harfbuzz/src/hb-ot-shape.c,thirdparty/harfbuzz/src/hb-ot-shape.c,3,9,32,44,20152,thirdparty/harfbuzz/src/hb-ot-shape.c,5,9,32,46,20026
thirdparty/embree/kernels/common/device.c,thirdparty/embree/kernels/common/device.c,0,15,14,29,21875,thirdparty/embree/kernels/common/device.c,2,15,14,31,21685
editor/script_create_dialog.c,editor/script_create_dialog.c,19,14,33,66,138814,editor/script_create_dialog.c,29,14,32,75,133500
editor/plugins/collision_polygon_2d_editor_plugin.c,editor/plugins/collision_polygon_2d_editor_plugin.c,12,0,13,25,44466,editor/plugins/collision_polygon_2d_editor_plugin.c,16,0,13,29,44219
servers/audio/audio_effect.c,servers/audio/audio_effect.c,5,2,18,25,61772,servers/audio/audio_effect.c,6,2,18,26,61423
thirdparty/libwebp/src/demux/demux.c,thirdparty/libwebp/src/demux/demux.c,1,7,4,12,10427,thirdparty/libwebp/src/demux/demux.c,2,7,4,13,10160
thirdparty/openxr/src/loader/loader_core.c,thirdparty/openxr/src/loader/loader_core.c,20,4,38,62,76700,thirdparty/openxr/src/loader/loader_core.c,23,4,38,65,73900
servers/rendering/renderer_rd/framebuffer_cache_rd.c,servers/rendering/renderer_rd/framebuffer_cache_rd.c,2,4,26,32,34992,servers/rendering/renderer_rd/framebuffer_cache_rd.c,9,4,26,39,33036
editor/find_in_files.c,editor/find_in_files.c,15,37,92,144,198128,editor/find_in_files.c,15,37,92,144,198128
scene/3d/xr_hand_modifier_3d.c,scene/3d/xr_hand_modifier_3d.c,4,4,24,32,60001,scene/3d/xr_hand_modifier_3d.c,10,4,24,38,59152
thirdparty/libwebp/src/mux/muxedit.c,thirdparty/libwebp/src/mux/muxedit.c,2,4,1,7,6415,thirdparty/libwebp/src/mux/muxedit.c,4,4,1,9,6298
thirdparty/miniupnpc/src/igd_desc_parse.c,thirdparty/miniupnpc/src/igd_desc_parse.c,4,0,0,4,2708,thirdparty/miniupnpc/src/igd_desc_parse.c,5,0,0,5,2670
core/os/main_loop.c,core/os/main_loop.c,2,2,14,18,49356,core/os/main_loop.c,4,2,14,20,49226
scene/gui/graph_edit.c,scene/gui/graph_edit.c,45,79,183,307,682931,scene/gui/graph_edit.c,73,75,178,326,663458
thirdparty/libktx/lib/basis_transcode.c,thirdparty/libktx/lib/basis_transcode.c,2,2,20,24,11170,thirdparty/libktx/lib/basis_transcode.c,8,2,20,30,11177
thirdparty/zstd/decompress/zstd_decompress_block.c,thirdparty/zstd/decompress/zstd_decompress_block.c,7,4,114,125,76806,thirdparty/zstd/decompress/zstd_decompress_block.c,28,4,114,146,75461
scene/audio/audio_stream_player_internal.c,scene/audio/audio_stream_player_internal.c,9,14,36,59,62696,scene/audio/audio_stream_player_internal.c,9,14,36,59,62696
editor/gui/editor_object_selector.c,editor/gui/editor_object_selector.c,12,7,20,39,50963,editor/gui/editor_object_selector.c,12,7,20,39,50963
scene/resources/visual_shader.c,scene/resources/visual_shader.c,83,176,402,661,1062677,scene/resources/visual_shader.c,112,176,401,689,1055528
thirdparty/jolt_physics/jolt/physics/constraints/rackandpinionconstraint.c,thirdparty/jolt_physics/Jolt/Physics/Constraints/RackAndPinionConstraint.c,1,0,2,3,19304,thirdparty/jolt_physics/Jolt/Physics/Constraints/RackAndPinionConstraint.c,1,0,2,3,19304
thirdparty/jolt_physics/jolt/geometry/indexify.c,thirdparty/jolt_physics/Jolt/Geometry/Indexify.c,0,3,14,17,6403,thirdparty/jolt_physics/Jolt/Geometry/Indexify.c,1,3,14,18,6398
thirdparty/jolt_physics/jolt/physics/constraints/sixdofconstraint.c,thirdparty/jolt_physics/Jolt/Physics/Constraints/SixDOFConstraint.c,0,1,39,40,126738,thirdparty/jolt_physics/Jolt/Physics/Constraints/SixDOFConstraint.c,0,1,39,40,126738
servers/audio/effects/audio_effect_filter.c,servers/audio/effects/audio_effect_filter.c,7,0,29,36,77446,servers/audio/effects/audio_effect_filter.c,8,0,29,37,77005
platform/ios/export/export_plugin.c,platform/ios/export/export_plugin.c,25,29,137,191,366667,platform/ios/export/export_plugin.c,33,29,136,198,361939
scene/gui/slider.c,scene/gui/slider.c,6,4,14,24,79232,scene/gui/slider.c,9,4,14,27,76638
scene/resources/resource_format_text.c,scene/resources/resource_format_text.c,9,61,174,244,266641,scene/resources/resource_format_text.c,12,57,172,241,256762
thirdparty/embree/common/sys/barrier.c,thirdparty/embree/common/sys/barrier.c,1,6,13,20,9005,thirdparty/embree/common/sys/barrier.c,3,6,13,22,8965
editor/plugins/navigation_polygon_editor_plugin.c,editor/plugins/navigation_polygon_editor_plugin.c,17,2,8,27,62997,editor/plugins/navigation_polygon_editor_plugin.c,18,2,8,28,62948
core/math/convex_hull.c,core/math/convex_hull.c,2,31,63,96,84519,core/math/convex_hull.c,11,31,61,103,83527
thirdparty/mbedtls/library/sha3.c,thirdparty/mbedtls/library/sha3.c,6,5,8,19,6309,thirdparty/mbedtls/library/sha3.c,8,5,8,21,5894
core/extension/gdextension_interface.c,core/extension/gdextension_interface.c,2,8,33,43,96756,core/extension/gdextension_interface.c,7,8,33,48,96014
thirdparty/embree/kernels/common/stat.c,thirdparty/embree/kernels/common/stat.c,16,0,11,27,23152,thirdparty/embree/kernels/common/stat.c,8,0,11,19,18184
editor/plugins/line_2d_editor_plugin.c,editor/plugins/line_2d_editor_plugin.c,12,0,13,25,45906,editor/plugins/line_2d_editor_plugin.c,16,0,13,29,45657
core/debugger/debugger_marshalls.c,core/debugger/debugger_marshalls.c,6,2,12,20,33954,core/debugger/debugger_marshalls.c,8,2,12,22,33587
modules/navigation/nav_region.c,modules/navigation/nav_region.c,0,0,21,21,18225,modules/navigation/nav_region.c,3,0,21,24,18002
scene/gui/margin_container.c,scene/gui/margin_container.c,7,1,7,15,29353,scene/gui/margin_container.c,9,1,7,17,29221
scene/2d/navigation_agent_2d.c,scene/2d/navigation_agent_2d.c,10,8,27,45,254455,scene/2d/navigation_agent_2d.c,10,8,27,45,254455
thirdparty/jolt_physics/jolt/physics/constraints/hingeconstraint.c,thirdparty/jolt_physics/Jolt/Physics/Constraints/HingeConstraint.c,7,0,16,23,67649,thirdparty/jolt_physics/Jolt/Physics/Constraints/HingeConstraint.c,7,0,16,23,67649
editor/plugins/tiles/tile_data_editors.c,editor/plugins/tiles/tile_data_editors.c,44,70,204,318,484915,editor/plugins/tiles/tile_data_editors.c,44,70,204,318,484915
scene/animation/root_motion_view.c,scene/animation/root_motion_view.c,4,0,20,24,71113,scene/animation/root_motion_view.c,5,0,20,25,70648
servers/movie_writer/movie_writer.c,servers/movie_writer/movie_writer.c,3,4,43,50,106754,servers/movie_writer/movie_writer.c,4,4,43,51,106427
modules/jolt_physics/objects/jolt_body_3d.c,modules/jolt_physics/objects/jolt_body_3d.c,4,5,16,25,74863,modules/jolt_physics/objects/jolt_body_3d.c,8,5,16,29,73696
drivers/gles3/storage/render_scene_buffers_gles3.c,drivers/gles3/storage/render_scene_buffers_gles3.c,4,4,24,32,51215,drivers/gles3/storage/render_scene_buffers_gles3.c,5,4,23,32,50867
thirdparty/mbedtls/library/bignum.c,thirdparty/mbedtls/library/bignum.c,8,11,32,51,28725,thirdparty/mbedtls/library/bignum.c,10,11,32,53,28098
editor/plugins/tiles/tile_set_scenes_collection_source_editor.c,editor/plugins/tiles/tile_set_scenes_collection_source_editor.c,18,14,28,60,122971,editor/plugins/tiles/tile_set_scenes_collection_source_editor.c,28,14,28,70,120854
scene/gui/graph_node.c,scene/gui/graph_node.c,10,14,40,64,259865,scene/gui/graph_node.c,27,14,39,80,254769
editor/editor_data.c,editor/editor_data.c,15,60,160,235,223366,editor/editor_data.c,16,60,160,236,221441
modules/openxr/editor/openxr_select_interaction_profile_dialog.c,modules/openxr/editor/openxr_select_interaction_profile_dialog.c,13,4,19,36,47192,modules/openxr/editor/openxr_select_interaction_profile_dialog.c,18,4,19,41,46746
thirdparty/vhacd/src/floatmath.c,thirdparty/vhacd/src/FloatMath.c,0,10,110,120,128639,thirdparty/vhacd/src/FloatMath.c,7,10,110,127,128169
thirdparty/icu4c/common/bmpset.c,thirdparty/icu4c/common/bmpset.c,4,7,22,33,14482,thirdparty/icu4c/common/bmpset.c,5,7,22,34,14412
editor/debugger/editor_debugger_tree.c,editor/debugger/editor_debugger_tree.c,11,17,24,52,73520,editor/debugger/editor_debugger_tree.c,11,17,24,52,73520
modules/openxr/editor/openxr_select_action_dialog.c,modules/openxr/editor/openxr_select_action_dialog.c,14,3,7,24,49173,modules/openxr/editor/openxr_select_action_dialog.c,22,3,7,32,48561
servers/xr/xr_interface_extension.c,servers/xr/xr_interface_extension.c,4,3,26,33,167797,servers/xr/xr_interface_extension.c,12,3,26,41,166613
scene/2d/tile_map_layer.c,scene/2d/tile_map_layer.c,73,64,263,400,601628,scene/2d/tile_map_layer.c,108,64,263,435,597934
editor/plugins/path_2d_editor_plugin.c,editor/plugins/path_2d_editor_plugin.c,11,4,22,37,100798,editor/plugins/path_2d_editor_plugin.c,15,4,20,39,99263
thirdparty/freetype/src/psaux/psaux.c,thirdparty/freetype/src/psaux/psaux.c,15,29,71,115,112216,thirdparty/freetype/src/psaux/psaux.c,20,29,71,120,111861
scene/animation/animation_node_state_machine.c,scene/animation/animation_node_state_machine.c,22,85,197,304,505266,scene/animation/animation_node_state_machine.c,23,85,197,305,497562
thirdparty/glslang/glslang/machineindependent/propagatenocontraction.c,thirdparty/glslang/glslang/MachineIndependent/propagateNoContraction.c,5,18,29,52,80256,thirdparty/glslang/glslang/MachineIndependent/propagateNoContraction.c,18,18,29,65,78767
scene/3d/physics/joints/generic_6dof_joint_3d.c,scene/3d/physics/joints/generic_6dof_joint_3d.c,5,0,31,36,123806,scene/3d/physics/joints/generic_6dof_joint_3d.c,14,0,31,45,123560
thirdparty/glslang/glslang/machineindependent/parsehelper.c,thirdparty/glslang/glslang/MachineIndependent/ParseHelper.c,102,68,211,381,858945,thirdparty/glslang/glslang/MachineIndependent/ParseHelper.c,116,67,211,394,850090
servers/extensions/physics_server_2d_extension.c,servers/extensions/physics_server_2d_extension.c,12,23,83,118,1054441,servers/extensions/physics_server_2d_extension.c,15,23,83,121,1051578
scene/2d/physics/area_2d.c,scene/2d/physics/area_2d.c,8,29,77,114,210560,scene/2d/physics/area_2d.c,10,29,77,116,210042
thirdparty/icu4c/common/ucharstriebuilder.c,thirdparty/icu4c/common/ucharstriebuilder.c,0,2,6,8,12978,thirdparty/icu4c/common/ucharstriebuilder.c,1,2,6,9,12893
thirdparty/manifold/src/polygon.c,thirdparty/manifold/src/polygon.c,18,36,59,113,80440,thirdparty/manifold/src/polygon.c,18,36,59,113,80440
modules/jolt_physics/shapes/jolt_concave_polygon_shape_3d.c,modules/jolt_physics/shapes/jolt_concave_polygon_shape_3d.c,0,3,8,11,11029,modules/jolt_physics/shapes/jolt_concave_polygon_shape_3d.c,1,3,8,12,10935
core/register_core_types.c,core/register_core_types.c,50,19,221,290,867298,core/register_core_types.c,74,19,221,314,857384
editor/plugins/gpu_particles_collision_sdf_editor_plugin.c,editor/plugins/gpu_particles_collision_sdf_editor_plugin.c,11,4,17,32,56535,editor/plugins/gpu_particles_collision_sdf_editor_plugin.c,14,4,17,35,56009
thirdparty/icu4c/common/emojiprops.c,thirdparty/icu4c/common/emojiprops.c,0,2,3,5,4418,thirdparty/icu4c/common/emojiprops.c,1,2,3,6,4337
editor/run_instances_dialog.c,editor/run_instances_dialog.c,13,11,30,54,73682,editor/run_instances_dialog.c,19,11,30,60,73288
editor/editor_build_profile.c,editor/editor_build_profile.c,24,47,116,187,218220,editor/editor_build_profile.c,31,47,116,194,216998
servers/rendering/storage/camera_attributes_storage.c,servers/rendering/storage/camera_attributes_storage.c,0,0,7,7,14581,servers/rendering/storage/camera_attributes_storage.c,1,0,7,8,14452
thirdparty/jolt_physics/jolt/physics/collision/shape/taperedcapsuleshape.c,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/TaperedCapsuleShape.c,0,0,8,8,28972,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/TaperedCapsuleShape.c,0,0,8,8,28972
thirdparty/jolt_physics/jolt/physics/collision/castconvexvstriangles.c,thirdparty/jolt_physics/Jolt/Physics/Collision/CastConvexVsTriangles.c,0,4,18,22,43070,thirdparty/jolt_physics/Jolt/Physics/Collision/CastConvexVsTriangles.c,2,4,18,24,42861
thirdparty/meshoptimizer/clusterizer.c,thirdparty/meshoptimizer/clusterizer.c,2,4,35,41,17050,thirdparty/meshoptimizer/clusterizer.c,4,4,35,43,16981
thirdparty/harfbuzz/src/hb-subset-cff1.c,thirdparty/harfbuzz/src/hb-subset-cff1.c,22,37,192,251,150132,thirdparty/harfbuzz/src/hb-subset-cff1.c,33,37,192,262,147776
thirdparty/glslang/glslang/machineindependent/iomapper.c,thirdparty/glslang/glslang/MachineIndependent/iomapper.c,28,80,162,270,372872,thirdparty/glslang/glslang/MachineIndependent/iomapper.c,173,57,155,385,324714
editor/plugins/theme_editor_plugin.c,editor/plugins/theme_editor_plugin.c,37,122,290,449,609384,editor/plugins/theme_editor_plugin.c,37,122,290,449,609384
editor/editor_asset_installer.c,editor/editor_asset_installer.c,19,19,60,98,156346,editor/editor_asset_installer.c,19,19,60,98,156346
editor/project_settings_editor.c,editor/project_settings_editor.c,20,23,68,111,140498,editor/project_settings_editor.c,20,23,68,111,140498
scene/gui/file_dialog.c,scene/gui/file_dialog.c,21,40,91,152,407703,scene/gui/file_dialog.c,21,40,91,152,407703
core/core_bind.c,core/core_bind.c,20,66,200,286,1248171,core/core_bind.c,43,66,200,309,1241538
thirdparty/graphite/src/silf.c,thirdparty/graphite/src/Silf.c,2,6,8,16,9174,thirdparty/graphite/src/Silf.c,3,6,8,17,9094
servers/movie_writer/movie_writer_mjpeg.c,servers/movie_writer/movie_writer_mjpeg.c,3,0,6,9,28125,servers/movie_writer/movie_writer_mjpeg.c,6,0,6,12,27327
