file,File,for loops,while loops,do-while loops,total,File,for/loops,while/loops,do-while/loops,total
thirdparty/jolt_physics/jolt/physics/collision/shape/convexshape.c,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/ConvexShape.c,9,22,59,31,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/ConvexShape.c,9,22,59,90
editor/themes/editor_theme.c,editor/themes/editor_theme.c,5,20,23,25,editor/themes/editor_theme.c,6,20,23,49
scene/2d/parallax_background.c,scene/2d/parallax_background.c,4,1,19,5,scene/2d/parallax_background.c,5,1,19,25
thirdparty/harfbuzz/src/hb-subset-cff1.c,thirdparty/harfbuzz/src/hb-subset-cff1.c,22,37,192,59,thirdparty/harfbuzz/src/hb-subset-cff1.c,33,37,192,262
modules/jolt_physics/objects/jolt_body_3d.c,modules/jolt_physics/objects/jolt_body_3d.c,4,5,16,9,modules/jolt_physics/objects/jolt_body_3d.c,8,5,16,29
scene/resources/packed_scene.c,scene/resources/packed_scene.c,37,54,164,91,scene/resources/packed_scene.c,42,54,164,260
modules/jolt_physics/shapes/jolt_concave_polygon_shape_3d.c,modules/jolt_physics/shapes/jolt_concave_polygon_shape_3d.c,0,3,8,3,modules/jolt_physics/shapes/jolt_concave_polygon_shape_3d.c,1,3,8,12
thirdparty/manifold/src/sort.c,thirdparty/manifold/src/sort.c,17,51,84,68,thirdparty/manifold/src/sort.c,17,51,84,152
thirdparty/embree/kernels/bvh/bvh_intersector_hybrid4_bvh4.c,thirdparty/embree/kernels/bvh/bvh_intersector_hybrid4_bvh4.c,94,62,100,156,thirdparty/embree/kernels/bvh/bvh_intersector_hybrid4_bvh4.c,101,62,100,263
modules/interactive_music/editor/audio_stream_interactive_editor_plugin.c,modules/interactive_music/editor/audio_stream_interactive_editor_plugin.c,19,11,32,30,modules/interactive_music/editor/audio_stream_interactive_editor_plugin.c,19,11,32,62
modules/noise/noise.c,modules/noise/noise.c,5,9,61,14,modules/noise/noise.c,5,9,61,75
thirdparty/astcenc/astcenc_percentile_tables.c,thirdparty/astcenc/astcenc_percentile_tables.c,0,1,2,1,thirdparty/astcenc/astcenc_percentile_tables.c,2,1,2,5
core/object/script_language_extension.c,core/object/script_language_extension.c,0,2,5,2,core/object/script_language_extension.c,5,2,5,12
thirdparty/freetype/src/raster/raster.c,thirdparty/freetype/src/raster/raster.c,4,8,20,12,thirdparty/freetype/src/raster/raster.c,8,8,20,36
thirdparty/jolt_physics/jolt/physics/constraints/gearconstraint.c,thirdparty/jolt_physics/Jolt/Physics/Constraints/GearConstraint.c,1,0,2,1,thirdparty/jolt_physics/Jolt/Physics/Constraints/GearConstraint.c,1,0,2,3
thirdparty/jolt_physics/jolt/physics/collision/shape/taperedcapsuleshape.c,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/TaperedCapsuleShape.c,0,0,8,0,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/TaperedCapsuleShape.c,0,0,8,8
modules/jolt_physics/spaces/jolt_contact_listener_3d.c,modules/jolt_physics/spaces/jolt_contact_listener_3d.c,3,8,18,11,modules/jolt_physics/spaces/jolt_contact_listener_3d.c,10,8,18,36
core/io/remote_filesystem_client.c,core/io/remote_filesystem_client.c,1,8,39,9,core/io/remote_filesystem_client.c,2,8,39,49
editor/editor_vcs_interface.c,editor/editor_vcs_interface.c,9,3,49,12,editor/editor_vcs_interface.c,18,3,49,70
thirdparty/harfbuzz/src/hb-ot-map.c,thirdparty/harfbuzz/src/hb-ot-map.c,3,5,35,8,thirdparty/harfbuzz/src/hb-ot-map.c,4,5,35,44
editor/debugger/editor_performance_profiler.c,editor/debugger/editor_performance_profiler.c,9,30,54,39,editor/debugger/editor_performance_profiler.c,9,30,54,93
editor/plugins/script_text_editor.c,editor/plugins/script_text_editor.c,41,46,147,87,editor/plugins/script_text_editor.c,41,46,147,234
thirdparty/mbedtls/library/psa_crypto.c,thirdparty/mbedtls/library/psa_crypto.c,9,3,7,12,thirdparty/mbedtls/library/psa_crypto.c,10,3,7,20
servers/rendering/rendering_server_default.c,servers/rendering/rendering_server_default.c,7,4,99,11,servers/rendering/rendering_server_default.c,7,4,99,110
servers/rendering/renderer_rd/storage_rd/render_data_rd.c,servers/rendering/renderer_rd/storage_rd/render_data_rd.c,3,0,4,3,servers/rendering/renderer_rd/storage_rd/render_data_rd.c,5,0,4,9
servers/rendering/renderer_rd/effects/bokeh_dof.c,servers/rendering/renderer_rd/effects/bokeh_dof.c,2,11,71,13,servers/rendering/renderer_rd/effects/bokeh_dof.c,3,11,71,85
thirdparty/glslang/glslang/machineindependent/spirvintrinsics.c,thirdparty/glslang/glslang/MachineIndependent/SpirvIntrinsics.c,26,15,51,41,thirdparty/glslang/glslang/MachineIndependent/SpirvIntrinsics.c,28,15,48,91
scene/gui/code_edit.c,scene/gui/code_edit.c,34,70,202,104,scene/gui/code_edit.c,34,70,202,306
thirdparty/freetype/src/cache/ftcache.c,thirdparty/freetype/src/cache/ftcache.c,0,15,26,15,thirdparty/freetype/src/cache/ftcache.c,1,15,26,42
thirdparty/glslang/glslang/machineindependent/intermtraverse.c,thirdparty/glslang/glslang/MachineIndependent/IntermTraverse.c,0,0,9,0,thirdparty/glslang/glslang/MachineIndependent/IntermTraverse.c,1,0,9,10
editor/property_selector.c,editor/property_selector.c,14,14,33,28,editor/property_selector.c,14,14,33,61
editor/reparent_dialog.c,editor/reparent_dialog.c,13,2,8,15,editor/reparent_dialog.c,13,2,8,23
scene/2d/physics/collision_shape_2d.c,scene/2d/physics/collision_shape_2d.c,5,3,20,8,scene/2d/physics/collision_shape_2d.c,6,3,20,29
servers/audio/effects/audio_effect_phaser.c,servers/audio/effects/audio_effect_phaser.c,9,0,20,9,servers/audio/effects/audio_effect_phaser.c,9,0,20,29
thirdparty/astcenc/astcenc_find_best_partitioning.c,thirdparty/astcenc/astcenc_find_best_partitioning.c,2,2,26,4,thirdparty/astcenc/astcenc_find_best_partitioning.c,4,2,26,32
thirdparty/msdfgen/core/contour-combiners.c,thirdparty/msdfgen/core/contour-combiners.c,7,14,31,21,thirdparty/msdfgen/core/contour-combiners.c,26,14,31,71
drivers/unix/dir_access_unix.c,drivers/unix/dir_access_unix.c,11,7,22,18,drivers/unix/dir_access_unix.c,13,7,22,42
editor/plugins/tiles/tile_data_editors.c,editor/plugins/tiles/tile_data_editors.c,44,70,204,114,editor/plugins/tiles/tile_data_editors.c,44,70,204,318
core/io/resource_format_binary.c,core/io/resource_format_binary.c,15,29,152,44,core/io/resource_format_binary.c,20,29,149,198
modules/godot_physics_3d/joints/godot_hinge_joint_3d.c,modules/godot_physics_3d/joints/godot_hinge_joint_3d.c,0,4,15,4,modules/godot_physics_3d/joints/godot_hinge_joint_3d.c,6,4,15,25
scene/resources/mesh.c,scene/resources/mesh.c,22,33,110,55,scene/resources/mesh.c,28,33,110,171
editor/plugins/node_3d_editor_gizmos.c,editor/plugins/node_3d_editor_gizmos.c,11,19,115,30,editor/plugins/node_3d_editor_gizmos.c,11,19,115,145
servers/rendering/renderer_rd/forward_mobile/render_forward_mobile.c,servers/rendering/renderer_rd/forward_mobile/render_forward_mobile.c,22,60,189,82,servers/rendering/renderer_rd/forward_mobile/render_forward_mobile.c,34,52,156,242
editor/import/3d/scene_import_settings.c,editor/import/3d/scene_import_settings.c,47,41,130,88,editor/import/3d/scene_import_settings.c,71,41,124,236
thirdparty/openxr/src/loader/loader_instance.c,thirdparty/openxr/src/loader/loader_instance.c,8,6,26,14,thirdparty/openxr/src/loader/loader_instance.c,9,6,26,41
core/math/transform_2d.c,core/math/transform_2d.c,0,2,4,2,core/math/transform_2d.c,1,2,4,7
editor/plugins/multimesh_editor_plugin.c,editor/plugins/multimesh_editor_plugin.c,14,11,26,25,editor/plugins/multimesh_editor_plugin.c,14,11,26,51
modules/jolt_physics/shapes/jolt_height_map_shape_3d.c,modules/jolt_physics/shapes/jolt_height_map_shape_3d.c,1,3,17,4,modules/jolt_physics/shapes/jolt_height_map_shape_3d.c,3,3,17,23
editor/plugins/animation_blend_space_1d_editor.c,editor/plugins/animation_blend_space_1d_editor.c,15,33,81,48,editor/plugins/animation_blend_space_1d_editor.c,15,33,81,129
thirdparty/graphite/src/code.c,thirdparty/graphite/src/Code.c,2,1,3,3,thirdparty/graphite/src/Code.c,3,1,3,7
modules/gltf/extensions/physics/gltf_physics_body.c,modules/gltf/extensions/physics/gltf_physics_body.c,5,0,9,5,modules/gltf/extensions/physics/gltf_physics_body.c,11,0,9,20
scene/resources/3d/height_map_shape_3d.c,scene/resources/3d/height_map_shape_3d.c,5,1,29,6,scene/resources/3d/height_map_shape_3d.c,6,1,29,36
editor/plugins/game_view_plugin.c,editor/plugins/game_view_plugin.c,20,31,56,51,editor/plugins/game_view_plugin.c,20,31,56,107
thirdparty/libvorbis/psy.c,thirdparty/libvorbis/psy.c,1,15,38,16,thirdparty/libvorbis/psy.c,5,15,38,58
servers/rendering/renderer_rd/pipeline_cache_rd.c,servers/rendering/renderer_rd/pipeline_cache_rd.c,0,1,7,1,servers/rendering/renderer_rd/pipeline_cache_rd.c,1,1,7,9
thirdparty/jolt_physics/jolt/renderer/debugrenderer.c,thirdparty/jolt_physics/Jolt/Renderer/DebugRenderer.c,26,49,165,75,thirdparty/jolt_physics/Jolt/Renderer/DebugRenderer.c,49,49,160,258
editor/plugins/particles_editor_plugin.c,editor/plugins/particles_editor_plugin.c,18,20,57,38,editor/plugins/particles_editor_plugin.c,18,20,57,95
editor/plugins/gpu_particles_collision_sdf_editor_plugin.c,editor/plugins/gpu_particles_collision_sdf_editor_plugin.c,11,4,17,15,editor/plugins/gpu_particles_collision_sdf_editor_plugin.c,11,4,17,32
editor/animation_bezier_editor.c,editor/animation_bezier_editor.c,19,51,221,70,editor/animation_bezier_editor.c,12,44,196,252
modules/fbx/fbx_document.c,modules/fbx/fbx_document.c,65,55,159,120,modules/fbx/fbx_document.c,65,55,159,279
thirdparty/astcenc/astcenc_decompress_symbolic.c,thirdparty/astcenc/astcenc_decompress_symbolic.c,0,1,11,1,thirdparty/astcenc/astcenc_decompress_symbolic.c,2,1,11,14
modules/text_server_adv/thorvg_svg_in_ot.c,modules/text_server_adv/thorvg_svg_in_ot.c,3,10,39,13,modules/text_server_adv/thorvg_svg_in_ot.c,5,10,39,54
thirdparty/basis_universal/encoder/basisu_enc.c,thirdparty/basis_universal/encoder/basisu_enc.c,14,26,216,40,thirdparty/basis_universal/encoder/basisu_enc.c,26,25,215,266
scene/animation/animation_mixer.c,scene/animation/animation_mixer.c,16,116,174,132,scene/animation/animation_mixer.c,16,116,174,306
editor/plugins/audio_stream_editor_plugin.c,editor/plugins/audio_stream_editor_plugin.c,18,6,11,24,editor/plugins/audio_stream_editor_plugin.c,18,6,11,35
editor/plugins/animation_player_editor_plugin.c,editor/plugins/animation_player_editor_plugin.c,21,37,81,58,editor/plugins/animation_player_editor_plugin.c,21,37,81,139
scene/resources/immediate_mesh.c,scene/resources/immediate_mesh.c,10,2,27,12,scene/resources/immediate_mesh.c,12,2,27,41
core/register_core_types.c,core/register_core_types.c,50,19,221,69,core/register_core_types.c,50,19,221,290
thirdparty/zlib/inflate.c,thirdparty/zlib/inflate.c,9,5,19,14,thirdparty/zlib/inflate.c,9,5,19,33
scene/audio/audio_stream_player_internal.c,scene/audio/audio_stream_player_internal.c,9,14,36,23,scene/audio/audio_stream_player_internal.c,9,14,36,59
drivers/vulkan/rendering_context_driver_vulkan.c,drivers/vulkan/rendering_context_driver_vulkan.c,1,14,52,15,drivers/vulkan/rendering_context_driver_vulkan.c,1,14,52,67
editor/editor_dock_manager.c,editor/editor_dock_manager.c,21,28,58,49,editor/editor_dock_manager.c,21,28,58,107
modules/openxr/editor/openxr_binding_modifier_editor.c,modules/openxr/editor/openxr_binding_modifier_editor.c,20,9,23,29,modules/openxr/editor/openxr_binding_modifier_editor.c,20,9,23,52
modules/godot_physics_3d/godot_collision_solver_3d.c,modules/godot_physics_3d/godot_collision_solver_3d.c,2,2,8,4,modules/godot_physics_3d/godot_collision_solver_3d.c,7,2,8,17
editor/connections_dialog.c,editor/connections_dialog.c,24,40,99,64,editor/connections_dialog.c,24,40,99,163
servers/rendering/renderer_rd/forward_clustered/scene_shader_forward_clustered.c,servers/rendering/renderer_rd/forward_clustered/scene_shader_forward_clustered.c,6,20,105,26,servers/rendering/renderer_rd/forward_clustered/scene_shader_forward_clustered.c,11,20,105,136
drivers/unix/file_access_unix.c,drivers/unix/file_access_unix.c,7,0,7,7,drivers/unix/file_access_unix.c,8,0,7,15
core/debugger/local_debugger.c,core/debugger/local_debugger.c,6,9,32,15,core/debugger/local_debugger.c,6,9,32,47
editor/export/editor_export_preset.c,editor/export/editor_export_preset.c,7,17,68,24,editor/export/editor_export_preset.c,8,17,67,92
editor/editor_command_palette.c,editor/editor_command_palette.c,14,31,71,45,editor/editor_command_palette.c,14,31,71,116
modules/gdscript/gdscript_analyzer.c,modules/gdscript/gdscript_analyzer.c,43,76,283,119,modules/gdscript/gdscript_analyzer.c,53,73,272,398
editor/gui/editor_version_button.c,editor/gui/editor_version_button.c,7,0,9,7,editor/gui/editor_version_button.c,7,0,9,16
thirdparty/jolt_physics/jolt/renderer/debugrendererplayback.c,thirdparty/jolt_physics/Jolt/Renderer/DebugRendererPlayback.c,23,13,34,36,thirdparty/jolt_physics/Jolt/Renderer/DebugRendererPlayback.c,34,13,34,81
drivers/gles3/effects/cubemap_filter.c,drivers/gles3/effects/cubemap_filter.c,0,8,8,8,drivers/gles3/effects/cubemap_filter.c,1,8,8,17
servers/audio/audio_rb_resampler.c,servers/audio/audio_rb_resampler.c,0,0,8,0,servers/audio/audio_rb_resampler.c,1,0,8,9
editor/plugins/editor_plugin.c,editor/plugins/editor_plugin.c,3,8,32,11,editor/plugins/editor_plugin.c,11,8,32,51
modules/navigation/3d/nav_mesh_queries_3d.c,modules/navigation/3d/nav_mesh_queries_3d.c,4,9,41,13,modules/navigation/3d/nav_mesh_queries_3d.c,4,9,41,54
thirdparty/libpng/png.c,thirdparty/libpng/png.c,7,2,35,9,thirdparty/libpng/png.c,9,2,35,46
scene/gui/graph_element.c,scene/gui/graph_element.c,5,2,14,7,scene/gui/graph_element.c,5,2,14,21
editor/plugins/physical_bone_3d_editor_plugin.c,editor/plugins/physical_bone_3d_editor_plugin.c,9,2,5,11,editor/plugins/physical_bone_3d_editor_plugin.c,9,2,5,16
editor/editor_autoload_settings.c,editor/editor_autoload_settings.c,20,27,66,47,editor/editor_autoload_settings.c,20,27,66,113
modules/navigation/nav_region.c,modules/navigation/nav_region.c,0,0,21,0,modules/navigation/nav_region.c,3,0,21,24
editor/plugins/tiles/tile_proxies_manager_dialog.c,editor/plugins/tiles/tile_proxies_manager_dialog.c,13,10,55,23,editor/plugins/tiles/tile_proxies_manager_dialog.c,13,10,55,78
scene/resources/curve_texture.c,scene/resources/curve_texture.c,11,5,34,16,scene/resources/curve_texture.c,11,5,34,50
editor/plugins/tiles/atlas_merging_dialog.c,editor/plugins/tiles/atlas_merging_dialog.c,18,16,34,34,editor/plugins/tiles/atlas_merging_dialog.c,18,16,34,68
thirdparty/embree/kernels/builders/primrefgen.c,thirdparty/embree/kernels/builders/primrefgen.c,0,9,38,9,thirdparty/embree/kernels/builders/primrefgen.c,0,9,38,47
scene/resources/2d/skeleton/skeleton_modification_2d_fabrik.c,scene/resources/2d/skeleton/skeleton_modification_2d_fabrik.c,5,11,35,16,scene/resources/2d/skeleton/skeleton_modification_2d_fabrik.c,6,11,35,52
thirdparty/recastnavigation/recast/source/recastlayers.c,thirdparty/recastnavigation/Recast/Source/RecastLayers.c,5,1,33,6,thirdparty/recastnavigation/Recast/Source/RecastLayers.c,6,1,33,40
scene/resources/2d/navigation_polygon.c,scene/resources/2d/navigation_polygon.c,4,17,57,21,scene/resources/2d/navigation_polygon.c,5,17,57,79
thirdparty/jolt_physics/jolt/skeleton/skeletonpose.c,thirdparty/jolt_physics/Jolt/Skeleton/SkeletonPose.c,0,1,9,1,thirdparty/jolt_physics/Jolt/Skeleton/SkeletonPose.c,1,1,9,11
thirdparty/libvorbis/floor1.c,thirdparty/libvorbis/floor1.c,4,9,43,13,thirdparty/libvorbis/floor1.c,5,9,43,57
scene/gui/tab_container.c,scene/gui/tab_container.c,6,20,46,26,scene/gui/tab_container.c,6,20,46,72
thirdparty/jpeg-compressor/jpgd.c,thirdparty/jpeg-compressor/jpgd.c,7,18,86,25,thirdparty/jpeg-compressor/jpgd.c,15,18,86,119
modules/gdscript/editor/gdscript_highlighter.c,modules/gdscript/editor/gdscript_highlighter.c,17,23,70,40,modules/gdscript/editor/gdscript_highlighter.c,17,23,70,110
servers/rendering/storage/render_scene_data.c,servers/rendering/storage/render_scene_data.c,3,2,22,5,servers/rendering/storage/render_scene_data.c,8,2,22,32
servers/rendering/renderer_rd/storage_rd/light_storage.c,servers/rendering/renderer_rd/storage_rd/light_storage.c,5,40,138,45,servers/rendering/renderer_rd/storage_rd/light_storage.c,18,40,138,196
scene/3d/world_environment.c,scene/3d/world_environment.c,3,1,9,4,scene/3d/world_environment.c,4,1,9,14
thirdparty/meshoptimizer/indexcodec.c,thirdparty/meshoptimizer/indexcodec.c,0,6,11,6,thirdparty/meshoptimizer/indexcodec.c,4,6,11,21
modules/jolt_physics/objects/jolt_area_3d.c,modules/jolt_physics/objects/jolt_area_3d.c,1,19,44,20,modules/jolt_physics/objects/jolt_area_3d.c,2,19,44,65
scene/3d/camera_3d.c,scene/3d/camera_3d.c,5,5,17,10,scene/3d/camera_3d.c,6,5,17,28
editor/editor_settings_dialog.c,editor/editor_settings_dialog.c,14,38,76,52,editor/editor_settings_dialog.c,14,38,76,128
servers/rendering/rendering_device_graph.c,servers/rendering/rendering_device_graph.c,5,18,90,23,servers/rendering/rendering_device_graph.c,19,18,90,127
modules/openxr/openxr_api.c,modules/openxr/openxr_api.c,41,39,142,80,modules/openxr/openxr_api.c,50,39,142,231
modules/jolt_physics/joints/jolt_joint_3d.c,modules/jolt_physics/joints/jolt_joint_3d.c,0,0,1,0,modules/jolt_physics/joints/jolt_joint_3d.c,1,0,1,2
scene/resources/visual_shader_nodes.c,scene/resources/visual_shader_nodes.c,90,14,170,104,scene/resources/visual_shader_nodes.c,90,14,170,274
thirdparty/freetype/src/lzw/ftlzw.c,thirdparty/freetype/src/lzw/ftlzw.c,3,3,2,6,thirdparty/freetype/src/lzw/ftlzw.c,4,3,2,9
thirdparty/manifold/src/properties.c,thirdparty/manifold/src/properties.c,6,8,52,14,thirdparty/manifold/src/properties.c,18,8,52,78
thirdparty/basis_universal/encoder/basisu_astc_hdr_enc.c,thirdparty/basis_universal/encoder/basisu_astc_hdr_enc.c,8,19,118,27,thirdparty/basis_universal/encoder/basisu_astc_hdr_enc.c,11,19,118,148
thirdparty/xatlas/xatlas.c,thirdparty/xatlas/xatlas.c,13,72,433,85,thirdparty/xatlas/xatlas.c,29,72,433,534
modules/jolt_physics/spaces/jolt_space_3d.c,modules/jolt_physics/spaces/jolt_space_3d.c,2,5,28,7,modules/jolt_physics/spaces/jolt_space_3d.c,12,5,28,45
scene/gui/tree.c,scene/gui/tree.c,67,48,146,115,scene/gui/tree.c,58,48,141,247
scene/resources/visual_shader_particle_nodes.c,scene/resources/visual_shader_particle_nodes.c,26,15,47,41,scene/resources/visual_shader_particle_nodes.c,26,15,47,88
scene/3d/xr_nodes.c,scene/3d/xr_nodes.c,10,17,53,27,scene/3d/xr_nodes.c,10,17,53,80
scene/3d/mesh_instance_3d.c,scene/3d/mesh_instance_3d.c,21,8,58,29,scene/3d/mesh_instance_3d.c,23,8,58,89
scene/gui/check_box.c,scene/gui/check_box.c,7,0,8,7,scene/gui/check_box.c,7,0,8,15
thirdparty/meshoptimizer/vertexcodec.c,thirdparty/meshoptimizer/vertexcodec.c,1,4,16,5,thirdparty/meshoptimizer/vertexcodec.c,13,4,16,33
thirdparty/harfbuzz/src/hb-subset.c,thirdparty/harfbuzz/src/hb-subset.c,108,433,1390,541,thirdparty/harfbuzz/src/hb-subset.c,132,374,1230,1736
scene/gui/dialogs.c,scene/gui/dialogs.c,12,10,39,22,scene/gui/dialogs.c,12,10,39,61
thirdparty/libwebp/src/dsp/enc.c,thirdparty/libwebp/src/dsp/enc.c,3,1,57,4,thirdparty/libwebp/src/dsp/enc.c,11,1,57,69
servers/rendering/renderer_rd/effects/copy_effects.c,servers/rendering/renderer_rd/effects/copy_effects.c,12,22,156,34,servers/rendering/renderer_rd/effects/copy_effects.c,25,22,156,203
thirdparty/vhacd/src/vhacdmanifoldmesh.c,thirdparty/vhacd/src/vhacdManifoldMesh.c,0,24,19,24,thirdparty/vhacd/src/vhacdManifoldMesh.c,1,24,19,44
core/string/translation_server.c,core/string/translation_server.c,3,18,72,21,core/string/translation_server.c,6,18,72,96
thirdparty/icu4c/common/unames.c,thirdparty/icu4c/common/unames.c,9,13,58,22,thirdparty/icu4c/common/unames.c,11,13,58,82
scene/3d/physics/character_body_3d.c,scene/3d/physics/character_body_3d.c,17,8,32,25,scene/3d/physics/character_body_3d.c,17,8,32,57
editor/plugins/gizmos/navigation_region_3d_gizmo_plugin.c,editor/plugins/gizmos/navigation_region_3d_gizmo_plugin.c,7,4,18,11,editor/plugins/gizmos/navigation_region_3d_gizmo_plugin.c,8,4,18,30
scene/3d/physics/collision_object_3d.c,scene/3d/physics/collision_object_3d.c,11,38,73,49,scene/3d/physics/collision_object_3d.c,16,38,73,127
scene/main/scene_tree.c,scene/main/scene_tree.c,15,58,169,73,scene/main/scene_tree.c,15,58,169,242
scene/gui/line_edit.c,scene/gui/line_edit.c,12,10,46,22,scene/gui/line_edit.c,15,10,45,70
thirdparty/thorvg/src/loaders/svg/tvgsvgloader.c,thirdparty/thorvg/src/loaders/svg/tvgSvgLoader.c,0,0,9,0,thirdparty/thorvg/src/loaders/svg/tvgSvgLoader.c,1,0,9,10
modules/websocket/wsl_peer.c,modules/websocket/wsl_peer.c,8,6,34,14,modules/websocket/wsl_peer.c,9,6,34,49
editor/code_editor.c,editor/code_editor.c,21,31,76,52,editor/code_editor.c,21,31,76,128
thirdparty/brotli/dec/huffman.c,thirdparty/brotli/dec/huffman.c,2,0,14,2,thirdparty/brotli/dec/huffman.c,3,0,14,17
drivers/gles3/storage/light_storage.c,drivers/gles3/storage/light_storage.c,3,30,105,33,drivers/gles3/storage/light_storage.c,15,30,104,149
thirdparty/freetype/src/base/ftbase.c,thirdparty/freetype/src/base/ftbase.c,25,26,58,51,thirdparty/freetype/src/base/ftbase.c,31,26,58,115
editor/doc_tools.c,editor/doc_tools.c,24,70,235,94,editor/doc_tools.c,89,70,235,394
thirdparty/embree/common/lexers/tokenstream.c,thirdparty/embree/common/lexers/tokenstream.c,3,6,23,9,thirdparty/embree/common/lexers/tokenstream.c,5,6,23,34
thirdparty/jolt_physics/jolt/physics/collision/estimatecollisionresponse.c,thirdparty/jolt_physics/Jolt/Physics/Collision/EstimateCollisionResponse.c,0,0,5,0,thirdparty/jolt_physics/Jolt/Physics/Collision/EstimateCollisionResponse.c,2,0,5,7
editor/plugins/polygon_3d_editor_plugin.c,editor/plugins/polygon_3d_editor_plugin.c,16,8,23,24,editor/plugins/polygon_3d_editor_plugin.c,16,8,23,47
modules/navigation/3d/godot_navigation_server_3d.c,modules/navigation/3d/godot_navigation_server_3d.c,16,14,52,30,modules/navigation/3d/godot_navigation_server_3d.c,16,14,52,82
thirdparty/mbedtls/library/bignum.c,thirdparty/mbedtls/library/bignum.c,8,11,32,19,thirdparty/mbedtls/library/bignum.c,10,11,32,53
editor/plugins/theme_editor_preview.c,editor/plugins/theme_editor_preview.c,22,9,16,31,editor/plugins/theme_editor_preview.c,22,9,16,47
thirdparty/jolt_physics/jolt/physics/constraints/coneconstraint.c,thirdparty/jolt_physics/Jolt/Physics/Constraints/ConeConstraint.c,0,0,8,0,thirdparty/jolt_physics/Jolt/Physics/Constraints/ConeConstraint.c,0,0,8,8
thirdparty/embree/common/tasking/taskschedulerinternal.c,thirdparty/embree/common/tasking/taskschedulerinternal.c,1,11,20,12,thirdparty/embree/common/tasking/taskschedulerinternal.c,4,11,20,35
thirdparty/libwebp/src/enc/syntax_enc.c,thirdparty/libwebp/src/enc/syntax_enc.c,0,1,7,1,thirdparty/libwebp/src/enc/syntax_enc.c,1,1,7,9
editor/plugins/control_editor_plugin.c,editor/plugins/control_editor_plugin.c,39,40,93,79,editor/plugins/control_editor_plugin.c,39,40,93,172
editor/add_metadata_dialog.c,editor/add_metadata_dialog.c,14,5,24,19,editor/add_metadata_dialog.c,14,5,24,43
servers/rendering/renderer_rd/storage_rd/mesh_storage.c,servers/rendering/renderer_rd/storage_rd/mesh_storage.c,6,40,110,46,servers/rendering/renderer_rd/storage_rd/mesh_storage.c,26,40,110,176
servers/rendering/dummy/storage/light_storage.c,servers/rendering/dummy/storage/light_storage.c,0,0,11,0,servers/rendering/dummy/storage/light_storage.c,1,0,11,12
editor/debugger/editor_debugger_tree.c,editor/debugger/editor_debugger_tree.c,11,17,24,28,editor/debugger/editor_debugger_tree.c,11,17,24,52
editor/action_map_editor.c,editor/action_map_editor.c,14,21,48,35,editor/action_map_editor.c,14,21,48,83
scene/resources/3d/world_boundary_shape_3d.c,scene/resources/3d/world_boundary_shape_3d.c,5,0,12,5,scene/resources/3d/world_boundary_shape_3d.c,6,0,12,18
thirdparty/glslang/glslang/machineindependent/propagatenocontraction.c,thirdparty/glslang/glslang/MachineIndependent/propagateNoContraction.c,5,18,29,23,thirdparty/glslang/glslang/MachineIndependent/propagateNoContraction.c,18,18,29,65
scene/gui/scroll_container.c,scene/gui/scroll_container.c,13,8,21,21,scene/gui/scroll_container.c,13,8,21,42
scene/gui/graph_frame.c,scene/gui/graph_frame.c,9,2,4,11,scene/gui/graph_frame.c,9,2,4,15
thirdparty/thorvg/src/renderer/tvgshape.c,thirdparty/thorvg/src/renderer/tvgShape.c,0,0,4,0,thirdparty/thorvg/src/renderer/tvgShape.c,1,0,4,5
scene/resources/curve.c,scene/resources/curve.c,12,14,133,26,scene/resources/curve.c,12,14,133,159
thirdparty/icu4c/common/ucharstriebuilder.c,thirdparty/icu4c/common/ucharstriebuilder.c,0,2,6,2,thirdparty/icu4c/common/ucharstriebuilder.c,1,2,6,9
editor/plugins/skeleton_3d_editor_plugin.c,editor/plugins/skeleton_3d_editor_plugin.c,23,44,107,67,editor/plugins/skeleton_3d_editor_plugin.c,23,44,107,174
scene/resources/2d/skeleton/skeleton_modification_2d_jiggle.c,scene/resources/2d/skeleton/skeleton_modification_2d_jiggle.c,5,3,14,8,scene/resources/2d/skeleton/skeleton_modification_2d_jiggle.c,6,3,14,23
thirdparty/manifold/src/constructors.c,thirdparty/manifold/src/constructors.c,6,23,76,29,thirdparty/manifold/src/constructors.c,16,23,76,115
thirdparty/astcenc/astcenc_block_sizes.c,thirdparty/astcenc/astcenc_block_sizes.c,6,3,44,9,thirdparty/astcenc/astcenc_block_sizes.c,8,3,44,55
thirdparty/manifold/src/boolean3.c,thirdparty/manifold/src/boolean3.c,3,18,38,21,thirdparty/manifold/src/boolean3.c,6,18,38,62
thirdparty/manifold/src/subdivision.c,thirdparty/manifold/src/subdivision.c,5,13,62,18,thirdparty/manifold/src/subdivision.c,9,13,62,84
thirdparty/mbedtls/library/md5.c,thirdparty/mbedtls/library/md5.c,3,0,5,3,thirdparty/mbedtls/library/md5.c,5,0,5,10
servers/rendering/renderer_canvas_cull.c,servers/rendering/renderer_canvas_cull.c,8,57,146,65,servers/rendering/renderer_canvas_cull.c,43,57,146,246
core/math/basis.c,core/math/basis.c,0,3,2,3,core/math/basis.c,1,3,2,6
